Source,Destination,Status,Total bytes,Total GB,Migrated bytes,Migrated GB,GB not migrated,Total scanned item,Total to be migrated,Migrated items,Items not migrated,Warning count,Start time,End time,Duration,GB/hour,Round number,Workflow ID,Task ID,Log Path
"T:\Operations\EMEA","https://emlpayments.sharepoint.com/sites/msteams663-E","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:05:37 PM","0:01:44","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","21c33a30-3279-4ab9-a680-03b4a5662d55","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_21c33a30"
"T:\Operations\Global","https://emlpayments.sharepoint.com/sites/msteams663-G","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:05:38 PM","0:01:44","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","d65df844-51ae-4cd6-89c1-52edb8f2e007","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_d65df844"
"T:\Operations\Americas","https://emlpayments.sharepoint.com/sites/msteams663-U","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:05:45 PM","0:01:52","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","6c591250-0a61-4f9a-bed8-62324be67e0b","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_6c591250"
"T:\Product\Australia","https://emlpayments.sharepoint.com/sites/msteams368-A","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:06:00 PM","0:02:07","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","fccc6439-1e9a-4abb-b3bd-51dd5194cbe7","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_fccc6439"
"T:\Product\EMEA","https://emlpayments.sharepoint.com/sites/msteams368-E","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:06:01 PM","0:02:08","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","b4cf1741-af96-4e31-9f1a-e3f258ae3797","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_b4cf1741"
"T:\Product\Global","https://emlpayments.sharepoint.com/sites/msteams368-G","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:06:08 PM","0:02:15","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","5fe96031-6550-4ce0-8d24-924d2adf0ef6","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_5fe96031"
"T:\Product\Americas","https://emlpayments.sharepoint.com/sites/msteams368-U","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:06:30 PM","0:02:36","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","09598ea4-43b9-4373-b43c-0be8b5363cba","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_09598ea4"
"T:\Project Management\Australia","https://emlpayments.sharepoint.com/sites/PM354-A","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:06:32 PM","0:02:38","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","865c4fe1-085d-48c5-b894-434c086bb19e","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_865c4fe1"
"T:\Project Management\EMEA","https://emlpayments.sharepoint.com/sites/PM354-E","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:06:37 PM","0:02:44","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","02a4cb2d-8ab7-4580-b84c-21e1f6591f65","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_02a4cb2d"
"T:\Project Management\Global","https://emlpayments.sharepoint.com/sites/PM354-G","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:06:53 PM","0:03:00","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","75c63d8a-ec94-49c8-b785-6dd6d51322f4","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_75c63d8a"
"T:\Project Management\Americas","https://emlpayments.sharepoint.com/sites/PM354-U","Completed","48997693610","45.63","48997693610","45.63","0","78268","78266","78266","0","0","5/31/2020 6:03:53 PM","5/31/2020 7:20:17 PM","1:16:24","35.83","1","3965a42c-cb5d-4bf0-b579-c645f494728d","d8589366-3cf7-44c2-b3d7-54a6541fe712","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_d8589366"
"T:\Sales\Australia","https://emlpayments.sharepoint.com/sites/msteams171-A","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:07:02 PM","0:03:08","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","cc52fc80-50cd-4413-b390-3afc8e78e6de","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_cc52fc80"
"T:\Sales\EMEA","https://emlpayments.sharepoint.com/sites/msteams171-E","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:07:25 PM","0:03:31","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","d6aae491-eefe-4c95-b849-003e616bdfa9","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_d6aae491"
"T:\Sales\Global","https://emlpayments.sharepoint.com/sites/msteams171-G","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:07:30 PM","0:03:36","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","7be6434f-cdac-4db9-8077-34d30e5402b4","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_7be6434f"
"T:\Sales\Americas","https://emlpayments.sharepoint.com/sites/msteams171-U","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:07:49 PM","0:03:55","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","f55935b8-c756-4e1e-ba9a-70aab396f0e9","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_f55935b8"
"T:\Technology\Development\Australia","https://emlpayments.sharepoint.com/sites/TD-A","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:07:55 PM","0:04:01","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","c5d054e8-b563-47ae-a8ef-d42755108ee3","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_c5d054e8"
"T:\Technology\Development\EMEA","https://emlpayments.sharepoint.com/sites/TD-E","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:08:14 PM","0:04:21","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","e3434995-36c1-4f4c-ae78-66919d9760c3","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_e3434995"
"T:\Technology\Development\Global","https://emlpayments.sharepoint.com/sites/TD-G","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:08:18 PM","0:04:25","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","b34f0ed1-333f-421b-b387-19c7e72f2607","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_b34f0ed1"
"T:\Technology\Development\Americas","https://emlpayments.sharepoint.com/sites/TD-U","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:08:39 PM","0:04:45","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","5cf0b028-2aa2-40c6-9fa6-cf0838defd16","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_5cf0b028"
"T:\Technology\Information Security\Australia","https://emlpayments.sharepoint.com/sites/TIS-A","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:08:40 PM","0:04:47","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","ca18d136-256c-4557-85d7-4106787b380f","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_ca18d136"
"T:\Technology\Information Security\EMEA","https://emlpayments.sharepoint.com/sites/TIS-E","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:09:03 PM","0:05:10","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","40b7587f-9f46-40f4-a164-ed7e3b4e63a5","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_40b7587f"
"T:\Technology\Information Security\Global","https://emlpayments.sharepoint.com/sites/TIS-G","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:09:04 PM","0:05:11","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","4cf4f919-7979-4536-b8b3-937420363b0f","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_4cf4f919"
"T:\Technology\Information Security\Americas","https://emlpayments.sharepoint.com/sites/TIS-U","Completed","12531676253","11.67","12531676253","11.67","0","13719","13719","13719","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:22:43 PM","0:18:50","37.18","1","3965a42c-cb5d-4bf0-b579-c645f494728d","9a6a2f9e-2fdf-4cb5-beee-f43421dc64c3","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_9a6a2f9e"
"T:\Technology\Infrastructure\Australia","https://emlpayments.sharepoint.com/sites/TI-A","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:09:33 PM","0:05:39","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","9782518c-b2fd-41f7-965c-6925f4b3ab5c","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_9782518c"
"T:\Technology\Infrastructure\EMEA","https://emlpayments.sharepoint.com/sites/TI-E","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:09:56 PM","0:06:03","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","5b413d0f-3786-4a38-b067-71d11b489b62","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_5b413d0f"
"T:\Technology\Infrastructure\Global","https://emlpayments.sharepoint.com/sites/TI-G","Completed","0","0","0","0","0","0","0","0","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:10:18 PM","0:06:24","0","1","3965a42c-cb5d-4bf0-b579-c645f494728d","6d4dd60c-39d3-413a-b5cc-6e98f39b3ce0","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_6d4dd60c"
"T:\Technology\Infrastructure\Americas","https://emlpayments.sharepoint.com/sites/TI-U","Completed","486804424","0.45","486804424","0.45","0","398","398","398","0","0","5/31/2020 6:03:53 PM","5/31/2020 6:11:32 PM","0:07:39","3.53","1","3965a42c-cb5d-4bf0-b579-c645f494728d","a71aec98-022e-46b0-a6eb-2c28a1f4088c","C:\Users\jjones\AppData\Roaming\Microsoft\MigrationTool\storefinancial.com\WF_3965a42c\Report\TaskReport_a71aec98"
